iter	Logloss
589	0.2430631133
590	0.2430518162
591	0.2430442623
592	0.2430377754
593	0.2430311869
594	0.2430207536
595	0.2430089315
596	0.2430025463
597	0.2429989217
598	0.2429906056
599	0.2429837969
600	0.2429764631
601	0.2429628457
602	0.2429525311
603	0.2429372199
604	0.2429309363
605	0.2429233146
606	0.2429203675
607	0.2429141516
608	0.2428999583
609	0.2428906938
610	0.242886595
611	0.2428781434
612	0.2428582762
613	0.2428533475
614	0.2428455395
615	0.2428411189
616	0.2428353264
617	0.2428245545
618	0.2428084134
619	0.2427978616
620	0.242789139
621	0.2427847184
622	0.2427807552
623	0.2427672394
624	0.2427600072
625	0.2427509459
626	0.2427452889
627	0.2427323659
628	0.2427245749
629	0.2427072821
630	0.2426999992
631	0.2426947148
632	0.2426904466
633	0.2426816902
634	0.2426759485
635	0.2426696818
636	0.242664516
637	0.2426560474
638	0.2426429551
639	0.2426303708
640	0.2426194295
641	0.2426115707
642	0.2426023569
643	0.2425991727
644	0.2425900267
645	0.2425834551
646	0.242577561
647	0.2425609965
648	0.2425488865
649	0.2425448894
650	0.2425320172
651	0.242515927
652	0.2425096602
653	0.2424985156
654	0.2424885228
655	0.2424756336
656	0.2424717889
657	0.2424670465
658	0.2424595095
659	0.2424541405
660	0.2424453332
661	0.242436763
662	0.2424302423
663	0.2424201986
664	0.2424138133
665	0.2424119502
666	0.2424045995
667	0.2423999588
668	0.2423934549
669	0.242389119
670	0.2423822934
671	0.2423760097
672	0.2423615793
673	0.242357091
674	0.242352772
675	0.2423452012
676	0.242336631
677	0.2423354623
678	0.2423239113
679	0.2423178986
680	0.2423149854
681	0.2423031295
682	0.2422931705
683	0.2422858875
684	0.2422840244
685	0.2422747768
686	0.2422668502
687	0.242259093
688	0.2422517932
689	0.2422488292
690	0.2422342972
691	0.2422274376
692	0.2422231187
693	0.2422166318
694	0.2422064526
695	0.2421952741
696	0.2421918698
697	0.2421878049
698	0.2421844175
699	0.2421737471
700	0.2421678191
701	0.2421555736
702	0.2421482907
703	0.2421391785
704	0.2421340804
705	0.2421235117
706	0.2421175668
707	0.2421076078
708	0.2421027468
709	0.2420937533
710	0.2420908401
711	0.2420885705
712	0.2420820836
713	0.2420748684
714	0.2420678226
715	0.2420546794
716	0.2420455503
717	0.2420414346
718	0.2420285455
719	0.2420200261
720	0.2420140473
721	0.2420023946
722	0.2419948238
723	0.2419800038
724	0.241971078
725	0.2419653194
726	0.2419579009
727	0.2419467902
728	0.2419446731
729	0.2419365602
730	0.2419337148
731	0.2419284812
732	0.2419211475
733	0.2419157106
734	0.2419080381
735	0.2419001285
736	0.2418912874
737	0.2418854949
738	0.2418774159
739	0.2418685747
740	0.2418545
741	0.2418490124
742	0.2418435417
743	0.2418393075
744	0.2418254699
745	0.2418150874
746	0.241804163
747	0.2417984552
748	0.2417962195
749	0.2417905625
750	0.2417876324
751	0.2417786388
752	0.2417717285
753	0.2417687984
754	0.2417602452
755	0.2417510314
756	0.2417405135
757	0.2417335693
758	0.2417245587
759	0.2417207987
760	0.2417133633
761	0.2417060804
762	0.2417005758
763	0.2416935639
764	0.2416839944
765	0.2416790149
766	0.2416741201
767	0.2416653467
768	0.2416509671
769	0.2416432438
770	0.2416406524
771	0.2416342333
772	0.2416278311
773	0.2416198706
774	0.2416058637
775	0.2415954982
776	0.2415788829
777	0.2415761899
778	0.2415731074
779	0.2415595238
780	0.241554087
781	0.2415463298
782	0.2415421294
783	0.2415362861
784	0.2415278176
785	0.2415211952
786	0.2415198741
787	0.2415133195
788	0.2415083738
789	0.2415021071
790	0.2414919279
791	0.2414842554
792	0.241475753
793	0.2414611024
794	0.2414551914
795	0.2414480609
796	0.2414462317
797	0.2414398803
798	0.2414310052
799	0.2414275331
800	0.2414252297
801	0.2414186073
802	0.2414153046
803	0.2414041261
804	0.241399587
805	0.2413922701
806	0.2413849025
807	0.2413730127
808	0.2413648829
809	0.2413599881
810	0.2413559401
811	0.2413457948
812	0.2413426784
813	0.2413364794
814	0.2413276213
815	0.2413210497
816	0.2413115819
817	0.2413026052
818	0.2412975918
819	0.2412856173
820	0.2412812645
821	0.2412742525
822	0.2412658009
823	0.2412523698
824	0.2412485759
825	0.2412439521
826	0.2412403614
827	0.2412331971
828	0.2412268287
829	0.2412244914
830	0.2412171407
831	0.2412102643
832	0.2412026256
833	0.2411921246
834	0.241186654
835	0.241180184
836	0.2411741544
837	0.2411652624
838	0.241156489
839	0.2411524411
840	0.2411460388
841	0.2411421264
842	0.2411384002
843	0.2411257821
844	0.2411100814
845	0.2411033405
846	0.2410931613
847	0.2410847774
848	0.2410751063
849	0.2410701438
850	0.2410628439
851	0.2410588806
852	0.2410514791
853	0.2410433324
854	0.2410389457
855	0.2410314764
856	0.2410293254
857	0.2410236176
858	0.2410199761
859	0.2410110334
860	0.2410088146
861	0.2410067144
862	0.2409968401
863	0.2409844421
864	0.2409795981
865	0.2409730096
866	0.2409611875
867	0.2409584268
868	0.2409551918
869	0.2409509067
870	0.2409474007
871	0.240941151
872	0.2409375603
873	0.2409338003
874	0.2409299047
875	0.2409226557
876	0.2409169309
877	0.2409040418
878	0.2408996551
879	0.2408952007
880	0.240890255
881	0.2408855973
882	0.2408783652
883	0.240873843
884	0.2408632234
885	0.2408490471
886	0.2408454226
887	0.2408379025
888	0.2408258264
889	0.2408151221
890	0.240804655
891	0.2408010982
892	0.2407955598
893	0.240792003
894	0.2407818916
895	0.2407696461
896	0.2407618889
897	0.2407540131
898	0.240748932
899	0.2407352299
900	0.2407296407
901	0.2407249322
902	0.2407202067
903	0.2407146175
904	0.2407046077
905	0.2406990692
906	0.2406942252
907	0.2406922605
908	0.2406836904
909	0.2406733079
910	0.2406670243
911	0.2406520858
912	0.2406441931
913	0.2406359447
914	0.2406245291
915	0.2406161961
916	0.2406129272
917	0.2406004446
918	0.2405979549
919	0.240594432
920	0.2405841003
921	0.2405721428
922	0.2405582205
923	0.2405490236
924	0.2405431465
925	0.2405341529
926	0.2405290887
927	0.2405210266
928	0.24051581
929	0.2405147091
930	0.2405072399
931	0.2404995335
932	0.2404944693
933	0.2404867968
934	0.2404816649
935	0.2404787347
936	0.2404714179
937	0.2404635083
938	0.2404537526
939	0.2404432854
940	0.240438831
941	0.240434258
942	0.2404257725
943	0.24041998
944	0.2404130358
945	0.2404060408
946	0.2403993506
947	0.2403938292
948	0.2403900014
949	0.2403862244
950	0.2403822611
951	0.24037718
952	0.240371794
953	0.240366679
954	0.2403587694
955	0.2403541794
956	0.2403439833
957	0.2403365479
958	0.24032791
959	0.2403163928
960	0.240311227
961	0.2403041812
962	0.2402925115
963	0.2402811637
964	0.2402764891
965	0.2402718144
966	0.2402621772
967	0.2402549451
968	0.2402467983
969	0.2402416495
970	0.2402319107
971	0.2402275409
972	0.2402174464
973	0.2402102143
974	0.2402042863
975	0.2401993068
976	0.2401959024
977	0.2401908552
978	0.2401864177
979	0.2401786435
980	0.2401723599
981	0.2401696499
982	0.2401629767
983	0.2401562188
984	0.2401490545
985	0.2401409755
986	0.2401365888
987	0.2401238521
988	0.2401150956
989	0.240109066
990	0.2401007838
991	0.2400898932
992	0.2400848629
993	0.2400807811
994	0.2400685356
995	0.2400588645
996	0.2400516832
997	0.2400438921
998	0.240039336
999	0.2400332556
