iter	Passed	Remaining
492	23110	23766
493	23159	23721
494	23203	23672
495	23248	23623
496	23299	23580
497	23346	23534
498	23392	23486
499	23437	23437
500	23480	23387
501	23526	23338
502	23571	23290
503	23620	23245
504	23665	23196
505	23710	23148
506	23756	23100
507	23802	23052
508	23850	23007
509	23899	22962
510	23945	22914
511	23993	22868
512	24038	22820
513	24083	22771
514	24128	22722
515	24173	22674
516	24219	22626
517	24263	22577
518	24308	22528
519	24353	22480
520	24397	22431
521	24444	22383
522	24489	22335
523	24534	22286
524	24580	22239
525	24626	22192
526	24671	22143
527	24714	22093
528	24755	22041
529	24802	21994
530	24848	21946
531	24896	21901
532	24943	21854
533	24991	21809
534	25039	21762
535	25083	21714
536	25129	21666
537	25176	21620
538	25225	21574
539	25274	21529
540	25319	21481
541	25364	21433
542	25409	21385
543	25456	21338
544	25502	21291
545	25549	21244
546	25600	21201
547	25647	21154
548	25695	21108
549	25742	21061
550	25788	21014
551	25832	20965
552	25877	20917
553	25922	20869
554	25972	20825
555	26021	20780
556	26068	20733
557	26113	20685
558	26160	20637
559	26205	20589
560	26249	20541
561	26294	20492
562	26340	20445
563	26384	20396
564	26427	20346
565	26475	20301
566	26519	20252
567	26565	20204
568	26613	20158
569	26658	20110
570	26704	20063
571	26749	20015
572	26794	19967
573	26839	19919
574	26884	19871
575	26930	19823
576	26974	19775
577	27020	19727
578	27070	19683
579	27115	19635
580	27160	19587
581	27208	19541
582	27256	19495
583	27302	19448
584	27349	19402
585	27401	19358
586	27446	19310
587	27491	19262
588	27539	19216
589	27586	19170
590	27629	19121
591	27674	19072
592	27727	19030
593	27771	18981
594	27818	18935
595	27863	18887
596	27907	18838
597	27953	18791
598	27997	18742
599	28042	18695
600	28089	18648
601	28134	18600
602	28184	18555
603	28230	18508
604	28278	18462
605	28323	18414
606	28367	18366
607	28411	18317
608	28456	18269
609	28500	18221
610	28544	18173
611	28597	18130
612	28642	18082
613	28689	18035
614	28733	17987
615	28780	17940
616	28826	17893
617	28875	17848
618	28919	17800
619	28966	17753
620	29015	17708
621	29064	17662
622	29112	17617
623	29159	17570
624	29206	17523
625	29250	17475
626	29295	17427
627	29339	17379
628	29384	17331
629	29430	17284
630	29475	17236
631	29522	17190
632	29570	17144
633	29616	17097
634	29661	17049
635	29706	17001
636	29750	16953
637	29797	16907
638	29843	16859
639	29888	16812
640	29932	16763
641	29978	16717
642	30023	16669
643	30070	16622
644	30116	16575
645	30162	16528
646	30216	16486
647	30263	16439
648	30320	16398
649	30371	16354
650	30424	16310
651	30476	16266
652	30526	16221
653	30579	16177
654	30628	16132
655	30677	16086
656	30723	16039
657	30769	15992
658	30817	15946
659	30867	15901
660	30919	15857
661	30967	15810
662	31012	15763
663	31058	15716
664	31106	15669
665	31173	15633
666	31226	15590
667	31276	15544
668	31324	15498
669	31372	15452
670	31427	15409
671	31481	15365
672	31532	15321
673	31585	15277
674	31635	15232
675	31691	15189
676	31742	15144
677	31796	15101
678	31845	15055
679	31894	15009
680	31946	14964
681	31995	14918
682	32042	14871
683	32090	14825
684	32145	14782
685	32198	14738
686	32253	14694
687	32301	14648
688	32352	14603
689	32407	14559
690	32457	14514
691	32504	14467
692	32554	14421
693	32600	14374
694	32657	14331
695	32718	14290
696	32767	14244
697	32814	14197
698	32861	14150
699	32908	14103
700	32957	14057
701	33005	14010
702	33051	13963
703	33102	13918
704	33149	13871
705	33200	13825
706	33251	13780
707	33299	13733
708	33346	13686
709	33397	13641
710	33448	13595
711	33498	13549
712	33544	13502
713	33593	13456
714	33643	13410
715	33690	13363
716	33739	13317
717	33792	13272
718	33840	13225
719	33886	13178
720	33932	13130
721	33979	13083
722	34025	13036
723	34072	12988
724	34118	12941
725	34168	12895
726	34230	12853
727	34281	12808
728	34334	12763
729	34382	12716
730	34433	12670
731	34481	12624
732	34544	12583
733	34596	12537
734	34644	12491
735	34693	12444
736	34741	12397
737	34791	12351
738	34844	12306
739	34894	12260
740	34943	12213
741	34993	12167
742	35043	12121
743	35088	12073
744	35134	12026
745	35181	11978
746	35231	11932
747	35280	11885
748	35328	11838
749	35374	11791
750	35422	11744
751	35472	11698
752	35519	11651
753	35575	11606
754	35623	11560
755	35671	11513
756	35717	11465
757	35767	11419
758	35813	11371
759	35857	11323
760	35904	11276
761	35951	11228
762	35995	11180
763	36044	11134
764	36090	11086
765	36133	11038
766	36183	10991
767	36233	10945
768	36280	10898
769	36323	10849
770	36369	10802
771	36420	10756
772	36468	10709
773	36518	10663
774	36577	10619
775	36633	10574
776	36689	10529
777	36744	10484
778	36790	10437
779	36838	10390
780	36894	10345
781	36948	10300
782	37001	10254
783	37051	10208
784	37099	10160
785	37147	10113
786	37208	10070
787	37257	10023
788	37303	9975
789	37351	9928
790	37398	9881
791	37446	9834
792	37496	9787
793	37543	9740
794	37589	9692
795	37634	9645
796	37691	9600
797	37738	9552
798	37786	9505
799	37837	9459
800	37889	9413
801	37940	9366
802	37990	9320
803	38040	9273
804	38086	9225
805	38136	9179
806	38191	9133
807	38238	9086
808	38287	9039
809	38336	8992
810	38396	8948
811	38452	8902
812	38503	8856
813	38554	8809
814	38604	8763
815	38653	8715
816	38702	8668
817	38756	8622
818	38806	8576
819	38856	8529
820	38909	8483
821	38960	8436
822	39013	8390
823	39065	8344
824	39119	8298
825	39170	8251
826	39221	8204
827	39276	8158
828	39325	8111
829	39379	8065
830	39436	8020
831	39486	7973
832	39545	7928
833	39597	7881
834	39647	7834
835	39704	7788
836	39753	7741
837	39805	7695
838	39856	7648
839	39910	7601
840	39960	7554
841	40014	7508
842	40064	7461
843	40119	7415
844	40171	7368
845	40225	7322
846	40275	7275
847	40374	7236
848	40446	7193
849	40510	7148
850	40562	7102
851	40615	7055
852	40665	7008
853	40714	6960
854	40769	6914
855	40819	6866
856	40871	6819
857	40921	6772
858	40970	6725
859	41024	6678
860	41074	6631
861	41122	6583
862	41173	6536
863	41229	6489
864	41282	6442
865	41335	6396
866	41392	6349
867	41451	6303
868	41503	6256
869	41557	6209
870	41607	6162
871	41655	6114
872	41702	6066
873	41757	6019
874	41810	5972
875	41858	5925
876	41905	5877
877	41950	5829
878	41995	5781
879	42044	5733
880	42093	5685
881	42136	5637
882	42180	5589
883	42224	5540
884	42268	5492
885	42313	5444
886	42363	5396
887	42408	5348
888	42452	5300
889	42496	5252
890	42540	5204
891	42586	5156
892	42630	5108
893	42674	5059
894	42717	5011
895	42762	4963
896	42806	4915
897	42852	4867
898	42897	4819
899	42942	4771
900	42990	4723
901	43034	4675
902	43078	4627
903	43123	4579
904	43168	4531
905	43216	4483
906	43259	4435
907	43302	4387
908	43348	4339
909	43392	4291
910	43441	4243
911	43485	4196
912	43530	4148
913	43575	4100
914	43621	4052
915	43665	4004
916	43709	3956
917	43754	3908
918	43805	3860
919	43849	3812
920	43894	3765
921	43940	3717
922	43985	3669
923	44030	3621
924	44083	3574
925	44129	3526
926	44177	3478
927	44222	3431
928	44267	3383
929	44312	3335
930	44362	3287
931	44407	3240
932	44453	3192
933	44498	3144
934	44543	3096
935	44588	3048
936	44636	3001
937	44683	2953
938	44729	2905
939	44774	2857
940	44820	2810
941	44865	2762
942	44910	2714
943	44955	2666
944	45001	2619
945	45046	2571
946	45091	2523
947	45136	2475
948	45181	2428
949	45220	2380
950	45272	2332
951	45312	2284
952	45359	2237
953	45402	2189
954	45447	2141
955	45492	2093
956	45538	2046
957	45583	1998
958	45626	1950
959	45671	1902
960	45715	1855
961	45762	1807
962	45807	1759
963	45851	1712
964	45897	1664
965	45942	1617
966	45986	1569
967	46031	1521
968	46077	1474
969	46121	1426
970	46166	1378
971	46211	1331
972	46257	1283
973	46300	1235
974	46345	1188
975	46389	1140
976	46436	1093
977	46477	1045
978	46521	997
979	46566	950
980	46610	902
981	46659	855
982	46702	807
983	46750	760
984	46794	712
985	46843	665
986	46887	617
987	46931	570
988	46978	522
989	47022	474
990	47067	427
991	47111	379
992	47157	332
993	47204	284
994	47252	237
995	47299	189
996	47344	142
997	47389	94
998	47433	47
999	47478	0
