iter	Logloss
155	0.2491205348
156	0.2490961454
157	0.2490629275
158	0.2490265497
159	0.2489848526
160	0.2489448228
161	0.2489093978
162	0.2488688757
163	0.2488281314
164	0.2488023446
165	0.2487666972
166	0.2487413074
167	0.2487138534
168	0.2486844622
169	0.2486537373
170	0.2486223454
171	0.2485795844
172	0.248550876
173	0.2485224693
174	0.2484896007
175	0.2484541598
176	0.2484138283
177	0.2483824205
178	0.2483474242
179	0.2483091251
180	0.2482848151
181	0.2482596317
182	0.2482183316
183	0.2481924178
184	0.248166758
185	0.2481279826
186	0.2480980198
187	0.2480660404
188	0.2480386182
189	0.248005686
190	0.2479790418
191	0.2479530487
192	0.2479300089
193	0.2479067786
194	0.2478702103
195	0.2478394694
196	0.247807093
197	0.2477799725
198	0.2477479296
199	0.2477289388
200	0.2476920847
201	0.2476624077
202	0.2476396855
203	0.2476106754
204	0.2475878579
205	0.2475655486
206	0.247545621
207	0.2475280434
208	0.247503003
209	0.2474719445
210	0.2474418388
211	0.2474215301
212	0.2474043178
213	0.2473835963
214	0.2473573014
215	0.2473337853
216	0.2473113965
217	0.2472942794
218	0.2472637926
219	0.2472412292
220	0.2472170938
221	0.2471865435
222	0.2471630591
223	0.2471402734
224	0.2471153123
225	0.2470990844
226	0.2470754889
227	0.2470499721
228	0.2470257097
229	0.2470095453
230	0.2469860768
231	0.2469685469
232	0.2469407118
233	0.2469227214
234	0.2469053026
235	0.2468908849
236	0.2468755939
237	0.2468590325
238	0.2468351194
239	0.2468039816
240	0.2467777344
241	0.2467628879
242	0.2467398799
243	0.2467095995
244	0.2466921331
245	0.246679462
246	0.2466640281
247	0.2466458154
248	0.2466205367
249	0.2465991007
250	0.2465804434
251	0.2465649777
252	0.2465476542
253	0.2465290445
254	0.2465092599
255	0.2464902056
256	0.2464718182
257	0.2464474923
258	0.2464298671
259	0.2464123848
260	0.2463965222
261	0.2463791828
262	0.2463713547
263	0.246356794
264	0.2463393594
265	0.2463188284
266	0.2462946454
267	0.2462793226
268	0.2462617768
269	0.2462509635
270	0.2462323856
271	0.2462232554
272	0.2462077103
273	0.2461808597
274	0.2461664579
275	0.2461462127
276	0.246135193
277	0.2461173138
278	0.2460962906
279	0.2460695193
280	0.246051656
281	0.246036492
282	0.2460212962
283	0.2460114356
284	0.2460021784
285	0.2459891104
286	0.2459776302
287	0.2459627679
288	0.2459442535
289	0.2459246117
290	0.2459120994
291	0.2458961573
292	0.2458791832
293	0.2458651307
294	0.2458463463
295	0.2458299755
296	0.2458130649
297	0.2458006637
298	0.245783499
299	0.245767287
300	0.2457489791
301	0.245734212
302	0.245721271
303	0.2457066786
304	0.2456915146
305	0.2456764617
306	0.2456627427
307	0.2456495952
308	0.2456336055
309	0.2456259521
310	0.2456129317
311	0.2456007846
312	0.2455849537
313	0.2455789039
314	0.2455679319
315	0.245559675
316	0.2455434154
317	0.245524504
318	0.2455066883
319	0.2454821877
320	0.2454660868
321	0.24545521
322	0.2454431265
323	0.2454253425
324	0.2454151167
325	0.2454007149
326	0.2453887266
327	0.2453731815
328	0.2453696882
329	0.2453559691
330	0.2453446318
331	0.2453340567
332	0.2453203377
333	0.2453034746
334	0.245287739
335	0.2452733054
336	0.2452613965
337	0.2452535366
338	0.2452403098
339	0.2452252887
340	0.2452096642
341	0.2451990097
342	0.2451839409
343	0.245172159
344	0.2451576302
345	0.245149548
346	0.245138433
347	0.2451357972
348	0.2451247457
349	0.2451113918
350	0.2450996735
351	0.2450852399
352	0.2450720448
353	0.245067186
354	0.2450522125
355	0.2450366197
356	0.2450236787
357	0.2450159141
358	0.2450039734
359	0.244993049
360	0.2449815688
361	0.244967294
362	0.244958148
363	0.2449432698
364	0.2449222942
365	0.2449113539
366	0.2448970949
367	0.2448895209
368	0.2448809465
369	0.2448700855
370	0.2448587006
371	0.2448445846
372	0.2448329774
373	0.2448177816
374	0.2448003311
375	0.2447802606
376	0.2447685104
377	0.2447553789
378	0.2447354831
379	0.2447309736
380	0.2447210177
381	0.2447122845
382	0.2447040118
383	0.2446940083
384	0.2446876569
385	0.2446696824
386	0.2446605522
387	0.2446411486
388	0.2446327489
389	0.2446247619
390	0.2446164257
391	0.2445989276
392	0.2445845257
393	0.2445694411
394	0.2445603586
395	0.2445528798
396	0.2445473064
397	0.244532841
398	0.2445162797
399	0.2445064509
400	0.2444946055
401	0.2444790763
402	0.2444633883
403	0.2444556078
404	0.2444467952
405	0.2444399515
406	0.2444278521
407	0.2444183885
408	0.2444078292
409	0.2443986038
410	0.2443860915
411	0.2443691173
412	0.2443587645
413	0.24434314
414	0.2443351372
415	0.2443226567
416	0.2443056031
417	0.244295425
418	0.2442842306
419	0.2442803086
420	0.2442684632
421	0.2442579516
422	0.2442468366
423	0.2442392625
424	0.2442282428
425	0.2442115704
426	0.2441954695
427	0.2441853549
428	0.2441696827
429	0.2441532643
430	0.2441433085
431	0.2441325428
432	0.2441183633
433	0.2441122818
434	0.2441088044
435	0.2440983881
436	0.2440890991
437	0.2440747767
438	0.2440648367
439	0.2440579613
440	0.2440454013
441	0.2440375415
442	0.2440255849
443	0.2440167088
444	0.2440065624
445	0.2440022434
446	0.2439935738
447	0.2439772665
448	0.2439686603
449	0.2439613085
450	0.2439490027
451	0.243942159
452	0.2439358394
453	0.2439302501
454	0.243913927
455	0.2439035106
456	0.2438906173
457	0.2438756755
458	0.2438663866
459	0.2438547
460	0.2438363603
461	0.2438245942
462	0.2438200053
463	0.2438062704
464	0.2437967115
465	0.2437890739
466	0.2437837546
467	0.2437696227
468	0.2437632713
469	0.2437523151
470	0.2437423592
471	0.2437378339
472	0.24372918
473	0.2437143654
474	0.2436997412
475	0.2436888485
476	0.2436761139
477	0.243660934
478	0.2436476437
479	0.2436391169
480	0.2436306854
481	0.2436196339
482	0.2436140447
483	0.2436015483
484	0.2435949587
485	0.2435868606
486	0.2435790166
487	0.2435645989
488	0.2435515785
489	0.2435425595
490	0.2435324448
491	0.2435235052
492	0.2435174237
493	0.2435111676
494	0.2435013388
495	0.2434924944
496	0.2434864288
497	0.2434820304
498	0.2434770446
499	0.2434651515
500	0.2434600386
501	0.2434518294
502	0.2434461132
503	0.2434347918
504	0.2434264396
505	0.2434128635
506	0.243399065
507	0.2433880294
508	0.2433714681
509	0.2433684829
510	0.2433621792
511	0.243352001
512	0.2433389012
513	0.2433249757
514	0.243313035
515	0.2433044924
516	0.2432977758
517	0.2432920754
518	0.2432824212
519	0.2432696072
520	0.2432573807
521	0.2432503783
522	0.2432450272
523	0.2432360082
524	0.2432258142
525	0.2432210189
526	0.2432033619
527	0.2431962483
528	0.2431887378
529	0.2431862607
530	0.2431788296
531	0.2431726846
532	0.243159156
533	0.2431514232
534	0.2431365291
535	0.2431317973
536	0.2431129495
537	0.2430984523
538	0.2430926725
539	0.2430851461
540	0.2430789694
541	0.2430750632
542	0.2430585654
543	0.2430438936
544	0.2430332074
545	0.2430216002
546	0.2430126447
547	0.2430011645
548	0.2429887951
549	0.2429745838
550	0.2429664222
551	0.2429597532
552	0.2429447321
553	0.2429365864
554	0.2429260748
555	0.2429182149
556	0.242913372
557	0.2429109267
558	0.2428976046
559	0.2428923488
560	0.2428813449
561	0.2428778993
562	0.2428667049
563	0.2428606711
564	0.2428468409
565	0.2428379647
566	0.2428292951
567	0.2428195298
568	0.242812305
569	0.2428018569
570	0.2427913771
571	0.2427851527
572	0.2427774675
573	0.2427666859
574	0.2427531574
575	0.2427420901
576	0.2427313562
577	0.2427160969
578	0.2426997102
579	0.2426904848
580	0.242677512
581	0.2426746856
582	0.2426671592
583	0.242660125
584	0.24265136
585	0.2426466441
586	0.2426347828
587	0.242629527
588	0.2426122512
589	0.2425978017
590	0.2425854641
591	0.2425703794
592	0.2425619956
593	0.2425556283
594	0.2425494039
595	0.2425407501
596	0.2425336524
597	0.2425275868
598	0.2425229502
599	0.2425114383
600	0.2425025463
601	0.2425000057
602	0.2424831903
603	0.2424760132
604	0.2424606587
605	0.2424519413
606	0.2424457328
607	0.2424367297
608	0.2424295685
609	0.2424158494
610	0.242402702
611	0.2423965252
612	0.2423887447
613	0.2423837271
614	0.2423690236
615	0.2423596235
616	0.2423440466
617	0.2423330587
618	0.2423239285
619	0.242315497
620	0.2423055729
621	0.2422979353
622	0.2422905835
623	0.2422820409
624	0.24227091
625	0.2422661147
626	0.2422584454
627	0.2422462665
628	0.2422387718
629	0.2422357073
630	0.2422298322
631	0.2422156844
632	0.2421970748
633	0.2421904375
634	0.2421802276
635	0.2421728123
636	0.2421610622
637	0.2421496138
638	0.2421418015
639	0.2421393245
640	0.2421381177
641	0.2421351008
642	0.2421290511
643	0.2421227632
644	0.2421117593
645	0.2421048204
646	0.2420893229
647	0.2420824475
648	0.2420755562
649	0.2420673311
650	0.2420600746
651	0.2420512303
652	0.2420422272
653	0.2420296831
654	0.2420252689
655	0.2420125502
656	0.2420067704
657	0.2419950679
658	0.2419844451
659	0.2419781413
660	0.2419670422
661	0.2419574833
662	0.2419527039
663	0.2419481626
664	0.2419383338
665	0.2419333003
666	0.241923535
667	0.2419101653
668	0.2419026388
669	0.241891508
670	0.2418783923
671	0.2418751372
672	0.2418662928
673	0.2418552255
674	0.2418472068
675	0.2418396645
676	0.2418269299
677	0.2418212454
678	0.241808479
679	0.2418056844
680	0.2417972212
681	0.241784296
682	0.2417749753
683	0.241766909
684	0.2417587157
685	0.2417554923
686	0.2417454412
687	0.2417381847
688	0.2417286735
689	0.241718019
690	0.2417136524
691	0.241708079
692	0.2416982978
693	0.2416878656
694	0.2416724634
695	0.241663762
696	0.2416529963
697	0.2416384992
698	0.2416287974
699	0.2416218585
700	0.2416176824
701	0.2416095208
702	0.2416006924
703	0.2415904189
704	0.2415871956
705	0.2415786371
706	0.2415689829
707	0.2415625362
708	0.2415543429
709	0.2415419735
710	0.2415365907
711	0.2415251263
712	0.2415194101
713	0.2415103117
714	0.2414980217
715	0.2414826989
716	0.2414770779
717	0.2414693132
718	0.2414601196
719	0.2414487823
720	0.2414406207
721	0.2414348568
722	0.2414259172
723	0.2414124045
724	0.2414021787
725	0.2413990824
726	0.2413864907
727	0.2413839819
728	0.2413729146
729	0.2413647371
730	0.2413575759
731	0.2413496843
732	0.2413392044
733	0.2413338057
734	0.2413274384
735	0.2413158947
736	0.2413029537
737	0.2412965864
738	0.2412870275
739	0.2412827721
740	0.2412698787
741	0.2412570806
742	0.2412416307
743	0.2412343425
744	0.2412273242
745	0.2412213697
746	0.2412129064
747	0.2412031729
748	0.2411951225
749	0.2411876278
750	0.2411742581
751	0.2411645404
752	0.2411559818
753	0.2411426439
754	0.2411346887
755	0.2411289248
756	0.2411236372
757	0.2411146182
758	0.2411040114
759	0.2410985491
760	0.2410910703
761	0.2410846078
762	0.2410770019
763	0.2410722225
764	0.2410674431
765	0.2410594561
766	0.2410568521
767	0.2410529301
768	0.2410449273
769	0.2410399732
770	0.2410308271
771	0.2410272227
772	0.2410193311
773	0.2410141546
774	0.2410046434
775	0.2410008325
776	0.2409923534
777	0.2409858273
778	0.2409788566
779	0.2409672494
780	0.2409620095
781	0.2409537368
782	0.2409425583
783	0.2409301412
784	0.2409240756
785	0.240916581
786	0.2409101819
787	0.2409054025
788	0.240895399
789	0.2408877455
790	0.2408803779
791	0.2408762336
792	0.2408692946
793	0.240859053
794	0.2408532891
795	0.2408432538
796	0.2408399035
797	0.2408282168
798	0.2408195789
799	0.240814863
800	0.2408115602
801	0.2408026365
802	0.2407946655
803	0.2407905053
804	0.2407761987
805	0.2407658141
806	0.2407509042
807	0.2407452197
808	0.2407380584
809	0.2407309766
810	0.2407243394
811	0.2407136849
812	0.2407034908
813	0.2406962502
814	0.2406836903
815	0.240674449
816	0.2406657952
817	0.2406622225
818	0.2406543944
819	0.2406508535
820	0.240648424
821	0.2406415169
822	0.2406315769
823	0.2406199379
824	0.2406141899
825	0.2406047898
826	0.2405947704
827	0.2405869423
828	0.2405832108
829	0.2405732867
830	0.2405596788
831	0.2405468966
832	0.2405402117
833	0.2405322725
834	0.2405209987
835	0.2405164574
836	0.2405038498
837	0.2404992609
838	0.2404901625
839	0.2404797145
840	0.240465392
841	0.2404572939
842	0.2404524669
843	0.2404451945
844	0.2404271565
845	0.2404195348
846	0.2404174388
847	0.2404106428
848	0.2404081181
849	0.2403989085
850	0.2403875236
851	0.2403822202
852	0.2403735822
853	0.240369041
854	0.2403620227
855	0.2403518604
856	0.2403414758
857	0.2403303132
858	0.2403257243
859	0.2403161813
860	0.2403097028
861	0.2403027004
862	0.2402939037
863	0.2402905374
864	0.2402832968
865	0.2402758498
866	0.2402737697
867	0.2402671166
868	0.2402611939
869	0.2402543978
870	0.2402439656
871	0.2402343274
872	0.2402243874
873	0.2402167816
874	0.2402057142
875	0.2401955519
876	0.2401877079
877	0.2401793241
878	0.2401756402
879	0.2401701463
880	0.2401612066
881	0.2401540613
882	0.2401502504
883	0.240142597
884	0.2401348641
885	0.240125337
886	0.2401143332
887	0.2401042027
888	0.2400971843
889	0.240087689
890	0.2400778125
891	0.2400715246
892	0.2400588694
893	0.2400474527
894	0.2400393388
895	0.2400308755
896	0.2400258103
897	0.2400199987
898	0.2400163625
899	0.2400129963
900	0.2400066607
901	0.2399981181
902	0.2399943231
903	0.2399901629
904	0.2399805088
905	0.239970934
906	0.2399638045
907	0.2399537852
908	0.2399473226
909	0.2399393992
910	0.2399298244
911	0.2399265217
912	0.2399184554
913	0.2399063242
914	0.2399037836
915	0.2398923193
916	0.2398866983
917	0.2398771394
918	0.2398738208
919	0.2398690096
920	0.2398639443
921	0.2398575294
922	0.2398452235
923	0.2398360457
924	0.2398275507
925	0.2398218027
926	0.2398146573
927	0.2398071468
928	0.2398031454
929	0.2397940787
930	0.2397886959
931	0.2397773427
932	0.2397671963
933	0.2397500634
934	0.2397450934
935	0.2397368366
936	0.239725801
937	0.2397177188
938	0.239713638
939	0.2397103988
940	0.2397047778
941	0.2396930276
942	0.2396802613
943	0.2396764028
944	0.239671274
945	0.2396685747
946	0.2396637317
947	0.2396492028
948	0.2396447092
949	0.2396360078
950	0.2396310219
951	0.2396276557
952	0.2396208279
953	0.2396156674
954	0.2396097288
955	0.2396071564
956	0.2396046476
957	0.239594136
958	0.2395879275
959	0.2395849741
960	0.2395754946
961	0.2395672219
962	0.2395590286
963	0.239546548
964	0.2395387199
965	0.2395351472
966	0.2395317333
967	0.2395287641
968	0.2395245721
969	0.2395152038
970	0.239507328
971	0.2394975627
972	0.2394902109
973	0.2394817159
974	0.2394725381
975	0.2394656309
976	0.2394584062
977	0.2394497048
978	0.2394425277
979	0.239437907
980	0.2394304758
981	0.2394267285
982	0.2394162645
983	0.2394081506
984	0.2393991633
985	0.239394765
986	0.2393809983
987	0.2393713441
988	0.2393626744
989	0.2393558784
990	0.2393492729
991	0.2393431121
992	0.2393372529
993	0.2393285991
994	0.23931985
995	0.2393120219
996	0.2393044954
997	0.2392976835
998	0.2392859493
999	0.239282853
