iter	Passed	Remaining
434	19944	25905
435	19989	25857
436	20033	25809
437	20078	25762
438	20123	25716
439	20167	25667
440	20214	25622
441	20258	25574
442	20304	25529
443	20351	25484
444	20395	25437
445	20441	25390
446	20488	25347
447	20532	25298
448	20575	25249
449	20621	25204
450	20665	25156
451	20709	25107
452	20754	25061
453	20798	25013
454	20841	24963
455	20886	24917
456	20930	24869
457	20974	24820
458	21019	24774
459	21063	24727
460	21106	24678
461	21150	24630
462	21198	24586
463	21240	24536
464	21285	24490
465	21329	24442
466	21373	24393
467	21419	24348
468	21463	24300
469	21505	24251
470	21552	24206
471	21599	24161
472	21643	24113
473	21687	24067
474	21731	24019
475	21776	23972
476	21821	23925
477	21865	23878
478	21909	23831
479	21953	23782
480	21996	23734
481	22044	23690
482	22089	23644
483	22133	23596
484	22177	23548
485	22220	23500
486	22267	23456
487	22311	23408
488	22356	23362
489	22399	23314
490	22443	23266
491	22487	23218
492	22525	23165
493	22590	23138
494	22638	23095
495	22685	23050
496	22728	23003
497	22777	22960
498	22822	22914
499	22866	22866
500	22916	22825
501	22961	22778
502	23005	22731
503	23050	22684
504	23094	22637
505	23139	22590
506	23182	22542
507	23227	22496
508	23272	22449
509	23319	22404
510	23364	22358
511	23410	22313
512	23456	22267
513	23499	22218
514	23543	22171
515	23587	22124
516	23633	22079
517	23678	22032
518	23725	21988
519	23767	21939
520	23811	21892
521	23855	21844
522	23902	21800
523	23947	21753
524	23991	21706
525	24039	21663
526	24084	21616
527	24129	21570
528	24176	21525
529	24219	21477
530	24263	21430
531	24308	21384
532	24353	21338
533	24398	21291
534	24441	21243
535	24487	21197
536	24532	21151
537	24575	21103
538	24618	21055
539	24661	21008
540	24706	20961
541	24751	20915
542	24796	20868
543	24839	20821
544	24882	20773
545	24926	20726
546	24970	20679
547	25015	20633
548	25059	20586
549	25103	20539
550	25146	20491
551	25190	20444
552	25234	20397
553	25281	20352
554	25326	20307
555	25372	20261
556	25419	20217
557	25464	20170
558	25509	20124
559	25552	20076
560	25596	20030
561	25643	19985
562	25686	19937
563	25730	19891
564	25775	19845
565	25824	19802
566	25874	19759
567	25924	19717
568	25975	19675
569	26022	19631
570	26068	19585
571	26119	19544
572	26164	19497
573	26210	19452
574	26254	19405
575	26297	19357
576	26346	19314
577	26391	19268
578	26437	19222
579	26483	19177
580	26528	19131
581	26576	19087
582	26622	19041
583	26665	18994
584	26708	18947
585	26756	18902
586	26796	18853
587	26841	18806
588	26883	18759
589	26929	18713
590	26973	18666
591	27016	18619
592	27062	18574
593	27109	18529
594	27148	18479
595	27191	18432
596	27236	18385
597	27277	18337
598	27320	18289
599	27364	18243
600	27412	18198
601	27463	18156
602	27510	18112
603	27559	18068
604	27628	18038
605	27675	17993
606	27721	17947
607	27763	17900
608	27806	17852
609	27851	17806
610	27893	17759
611	27936	17711
612	27977	17662
613	28025	17618
614	28070	17572
615	28117	17527
616	28161	17481
617	28204	17433
618	28248	17387
619	28292	17340
620	28335	17293
621	28382	17248
622	28426	17202
623	28469	17154
624	28512	17107
625	28557	17061
626	28605	17017
627	28649	16970
628	28695	16925
629	28742	16880
630	28785	16833
631	28830	16787
632	28875	16741
633	28919	16694
634	28966	16649
635	29010	16603
636	29054	16557
637	29100	16511
638	29145	16465
639	29185	16416
640	29229	16370
641	29275	16324
642	29318	16277
643	29364	16232
644	29409	16186
645	29455	16141
646	29500	16095
647	29543	16048
648	29588	16002
649	29633	15956
650	29678	15910
651	29721	15863
652	29765	15817
653	29808	15770
654	29857	15726
655	29901	15680
656	29946	15634
657	29990	15587
658	30033	15540
659	30077	15494
660	30121	15447
661	30168	15403
662	30213	15357
663	30257	15310
664	30302	15265
665	30346	15218
666	30389	15172
667	30432	15125
668	30476	15078
669	30523	15033
670	30566	14987
671	30609	14940
672	30656	14895
673	30699	14848
674	30743	14802
675	30786	14755
676	30831	14709
677	30875	14663
678	30918	14616
679	30960	14569
680	31004	14523
681	31048	14477
682	31093	14431
683	31137	14385
684	31181	14338
685	31230	14294
686	31273	14248
687	31318	14202
688	31361	14155
689	31408	14111
690	31451	14064
691	31494	14017
692	31538	13971
693	31582	13925
694	31626	13879
695	31669	13832
696	31714	13786
697	31758	13740
698	31803	13695
699	31849	13649
700	31896	13605
701	31942	13559
702	31986	13513
703	32030	13467
704	32075	13421
705	32121	13376
706	32165	13330
707	32209	13284
708	32255	13238
709	32298	13192
710	32345	13147
711	32389	13101
712	32435	13055
713	32481	13010
714	32525	12964
715	32568	12918
716	32614	12872
717	32660	12827
718	32705	12782
719	32750	12736
720	32793	12689
721	32843	12646
722	32887	12599
723	32931	12553
724	32974	12507
725	33021	12462
726	33064	12416
727	33112	12371
728	33155	12325
729	33199	12279
730	33242	12232
731	33285	12186
732	33329	12140
733	33376	12095
734	33425	12051
735	33469	12005
736	33514	11959
737	33558	11913
738	33602	11867
739	33649	11822
740	33695	11777
741	33738	11731
742	33782	11685
743	33825	11638
744	33868	11592
745	33911	11546
746	33954	11499
747	33997	11453
748	34041	11407
749	34087	11362
750	34130	11316
751	34174	11270
752	34217	11224
753	34262	11178
754	34308	11133
755	34348	11086
756	34392	11040
757	34437	10994
758	34481	10948
759	34526	10902
760	34569	10857
761	34617	10812
762	34661	10766
763	34705	10720
764	34751	10675
765	34793	10628
766	34838	10583
767	34885	10538
768	34929	10492
769	34972	10446
770	35016	10400
771	35059	10354
772	35103	10308
773	35146	10262
774	35190	10216
775	35240	10172
776	35287	10127
777	35333	10082
778	35381	10037
779	35425	9991
780	35469	9945
781	35515	9900
782	35559	9854
783	35602	9808
784	35649	9763
785	35692	9717
786	35738	9672
787	35782	9626
788	35826	9580
789	35869	9534
790	35913	9489
791	35962	9444
792	36005	9398
793	36049	9352
794	36093	9307
795	36136	9261
796	36184	9216
797	36227	9170
798	36270	9124
799	36318	9079
800	36360	9033
801	36403	8987
802	36446	8941
803	36489	8895
804	36533	8849
805	36577	8803
806	36621	8758
807	36660	8711
808	36704	8665
809	36747	8619
810	36790	8573
811	36835	8528
812	36879	8482
813	36922	8436
814	36968	8391
815	37011	8345
816	37057	8300
817	37104	8255
818	37147	8209
819	37184	8162
820	37229	8117
821	37273	8071
822	37318	8025
823	37362	7980
824	37406	7934
825	37450	7889
826	37495	7843
827	37539	7797
828	37579	7751
829	37623	7706
830	37668	7660
831	37712	7615
832	37759	7570
833	37807	7525
834	37851	7479
835	37895	7434
836	37940	7388
837	37984	7343
838	38027	7297
839	38072	7251
840	38116	7206
841	38159	7160
842	38206	7115
843	38251	7070
844	38296	7024
845	38341	6979
846	38388	6934
847	38433	6888
848	38479	6843
849	38522	6798
850	38566	6752
851	38609	6706
852	38653	6661
853	38698	6615
854	38741	6570
855	38784	6524
856	38827	6478
857	38871	6433
858	38915	6387
859	38959	6342
860	39002	6296
861	39048	6251
862	39093	6205
863	39141	6161
864	39187	6116
865	39229	6070
866	39272	6024
867	39317	5979
868	39362	5933
869	39408	5888
870	39452	5843
871	39497	5797
872	39541	5752
873	39584	5706
874	39628	5661
875	39674	5615
876	39715	5570
877	39758	5524
878	39803	5479
879	39851	5434
880	39894	5388
881	39937	5343
882	39983	5297
883	40027	5252
884	40073	5207
885	40118	5161
886	40163	5116
887	40207	5071
888	40252	5025
889	40297	4980
890	40340	4935
891	40386	4889
892	40430	4844
893	40473	4798
894	40520	4753
895	40564	4708
896	40613	4663
897	40657	4618
898	40700	4572
899	40747	4527
900	40791	4482
901	40835	4436
902	40881	4391
903	40927	4346
904	40971	4300
905	41019	4255
906	41062	4210
907	41110	4165
908	41160	4120
909	41205	4075
910	41249	4029
911	41293	3984
912	41336	3938
913	41379	3893
914	41422	3847
915	41467	3802
916	41510	3757
917	41560	3712
918	41603	3666
919	41648	3621
920	41692	3576
921	41733	3530
922	41778	3485
923	41821	3439
924	41865	3394
925	41912	3349
926	41954	3303
927	41998	3258
928	42044	3213
929	42088	3167
930	42132	3122
931	42177	3077
932	42220	3031
933	42264	2986
934	42311	2941
935	42353	2895
936	42397	2850
937	42441	2805
938	42487	2760
939	42533	2714
940	42577	2669
941	42620	2624
942	42664	2578
943	42707	2533
944	42754	2488
945	42801	2443
946	42849	2398
947	42893	2352
948	42938	2307
949	42982	2262
950	43024	2216
951	43067	2171
952	43108	2126
953	43151	2080
954	43198	2035
955	43245	1990
956	43290	1945
957	43333	1899
958	43377	1854
959	43420	1809
960	43464	1763
961	43509	1718
962	43552	1673
963	43596	1628
964	43640	1582
965	43685	1537
966	43733	1492
967	43779	1447
968	43823	1401
969	43867	1356
970	43911	1311
971	43958	1266
972	44005	1221
973	44052	1175
974	44097	1130
975	44141	1085
976	44185	1040
977	44228	994
978	44275	949
979	44322	904
980	44366	859
981	44412	814
982	44458	768
983	44507	723
984	44552	678
985	44593	633
986	44637	587
987	44683	542
988	44730	497
989	44775	452
990	44819	407
991	44866	361
992	44913	316
993	44957	271
994	45005	226
995	45051	180
996	45096	135
997	45140	90
998	45184	45
999	45230	0
